Year,County,Waterbody,Town,Month,Number,Species,Size (Inches)
2012,Essex,Trout Brook,Ticonderoga,February,400,Brook Trout,6
2012,Essex,Trout Brook,Minerva,May,1250,Brook Trout,9
2012,Essex,Trout Brook,Ticonderoga,April,200,Brown Trout,14
2012,Essex,Trout Brook,Ticonderoga,May,270,Brown Trout,9
2012,Essex,Trout Pond,Moriah,November,250,Brook Trout,4.8
2012,Essex,Twentyninth Pond,Minerva,October,300,Brook Trout,4.4
2012,Essex,Twentyninth Pond,Minerva,May,90,Brown Trout,8.5
2012,Essex,Upper Cascade Lake,Keene,April,500,Brook Trout,6
2012,Essex,Upper Cascade Lake,North Elba,September,1550,Brook Trout,4.8
2012,Essex,Upper Preston Pond,Newcomb,November,317,Brook Trout,4.3
2012,Essex,Vanderwacker Pond,North Hudson,May,270,Brown Trout,8
2012,Essex,Ward Pond,Newcomb,May,130,Brown Trout,7.8
2012,Essex,Warren Pond,North Elba,November,127,Brook Trout,4.3
2012,Essex,West Branch Ausable,North Elba,April,500,Brown Trout,14
2012,Essex,West Branch Ausable,North Elba,May,200,Brown Trout,14
2012,Essex,West Branch Ausable,Wilmington,May,700,Brown Trout,14
2012,Essex,West Branch Ausable,North Elba,April,150,Rainbow Trout,14
2012,Essex,West Branch Ausable,North Elba,April,400,Rainbow Trout,14
2012,Essex,West Branch Ausable,Wilmington,April,100,Rainbow Trout,14
2012,Essex,West Branch Ausable,Wilmington,April,225,Rainbow Trout,18
2012,Essex,West Branch Ausable,North Elba,May,250,Rainbow Trout,14
2012,Essex,West Branch Ausable,Wilmington,May,300,Rainbow Trout,14
2012,Essex,West Branch Ausable,Wilmington,May,225,Rainbow Trout,18
2012,Essex,West Branch Ausable (Ausable Acres),Jay,April,250,Rainbow Trout,14
2012,Essex,West Branch Ausable River,North Elba,May,340,Brook Trout,8.1
2012,Essex,West Branch Ausable River,North Elba,May,770,Brook Trout,8.1
2012,Essex,West Branch Ausable River,Jay,April,2130,Brown Trout,8.1
2012,Essex,West Branch Ausable River,Wilmington,April,4970,Brown Trout,8.2
2012,Essex,West Branch Ausable River,North Elba,April,3020,Brown Trout,8.2
2012,Essex,West Branch Ausable River,Wilmington,May,5230,Brown Trout,8.1
2012,Essex,West Branch Ausable River,North Elba,May,2480,Brown Trout,8.1
2012,Essex,West Branch Ausable River,Jay,May,2310,Brown Trout,8.1
2012,Essex,West Branch Ausable River,North Elba,May,3190,Brown Trout,8.5
2012,Essex,West Branch Ausable River,North Elba,May,400,Brown Trout,13
2012,Essex,West Branch Ausable River,Jay,May,200,Brown Trout,13
2012,Essex,West Branch Ausable River,Wilmington,May,700,Brown Trout,13
2012,Essex,West Branch Ausable River,North Elba,May,300,Brown Trout,13
2012,Essex,West Branch Ausable (Ski jump to Marcy Dam),North Elba,April,400,Brook Trout,6
2012,Essex,Westport Club Pond,Westport,April,100,Brook Trout,8.6
2012,Essex,Westport Reservior,Westport,February,700,Brook Trout,6
2012,Essex,Westport Reservoir 1,Westport,April,100,Brook Trout,8.2
2012,Essex,Westport Reservoir 2,Westport,April,100,Brook Trout,8.2
2012,Essex,"White Brook, and T-3 of White Brook",Wilmington,April,250,Brook Trout,6
2012,Essex,Whortleberry Pond,Schroon,November,1000,Brook Trout,4.7
2012,Essex,willsboro Club POnd 1,Willsborro,April,100,Brook Trout,8.2
2012,Essex,Willsboro Club Pond 2,Willsboro,April,90,Brown Trout,9.5
2012,Essex,Willsboro Club Pond 2,Willsboro,April,100,Rainbow Trout,8.7
2012,Essex,Winch Pond,Wilmington,November,190,Brook Trout,4.3
2012,Essex,Wolf Pond,North Hudson,November,1200,Brook Trout,4.8
2012,Franklin,Alder Brook,Franklin,May,380,Brook Trout,8.1
2012,Franklin,Ampersand Brook,Harrietstown,May,670,Brook Trout,8.1
2012,Franklin,Bear Pond,Harrietstown,November,950,Brook Trout,4.3
2012,Franklin,Benz Pond,Waverly,September,700,Brook Trout,4.8
2012,Franklin,Big Hope Pond,Franklin,October,1100,Brook Trout,5.4
2012,Franklin,Black Pond,Santa Clara,September,800,Brook Trout,4.8
2012,Franklin,Black Pond,Santa Clara,April,400,Rainbow Trout,8.2
2012,Franklin,Bone Pond,Santa Clara,November,190,Brook Trout,4.3
2012,Franklin,Boy Scout Clear Pond,Duane,April,320,Splake,7.9
2012,Franklin,Chateaugay River,Chateaugay,April,960,Brook Trout,8.2
2012,Franklin,Chateaugay River,Chateaugay-Bellmont,April,1440,Brook Trout,8.2
2012,Franklin,Chateaugay River,Chateaugay,April,4040,Brook Trout,8.2
2012,Franklin,Chateaugay River,Chateaugay-Bellmont,April,1330,Brown Trout,8.1
2012,Franklin,Chateaugay River,Chateaugay,May,150,Brown Trout,12.7
2012,Franklin,Chateaugay River,Chateaugay,May,250,Brown Trout,12.7
2012,Franklin,Chateaugay River,Chateaugay,June,400,Rainbow Trout,8.6
2012,Franklin,Chateaugay River,Chateaugay,June,1800,Rainbow Trout,8.6
2012,Franklin,Clamshell Pond,Santa Clara,November,633,Brook Trout,4.3
2012,Franklin,Dawson Pond,Harrietstown,November,190,Brook Trout,4.3
2012,Franklin,Debar Pond,Duane,May,130,Landlocked Salmon,6.4
2012,Franklin,Debar Pond,Duane,May,240,Splake,8.5
2012,Franklin,Deer Pond,Santa Clara,May,1240,Brown Trout,7.8
2012,Franklin,Deer Pond,Brighton,May,220,Brown Trout,7.8
2012,Franklin,Deer River,Brandon,May,2750,Brown Trout,9.2
2012,Franklin,Deuel Pond,Santa Clara,September,150,Brook Trout,4.8
2012,Franklin,Develin Brook,"Bangor, Brandon",May,620,Brook Trout,8.1
2012,Franklin,Drain Pond,Bellmont,May,200,Rainbow Trout,9.3
2012,Franklin,Duane Stream,"Malone, Duane",May,670,Brook Trout,8.1
2012,Franklin,Echo Pond,Santa Clara,November,222,Brook Trout,4.3
2012,Franklin,Fishhole Pond,Franklin,May,240,Brook Trout,8.1
2012,Franklin,Follensby Clear Pond,Santa Clara,May,300,Landlocked Salmon,6.6
2012,Franklin,Grass Pond,Santa Clara,November,633,Brook Trout,4.3
2012,Franklin,Grass Pond,Santa Clara,November,443,Brook Trout,4.3
2012,Franklin,Grass Pond,Franklin,September,400,Brook Trout,4.8
2012,Franklin,Green Pond,Santa Clara,November,633,Brook Trout,4.3
2012,Franklin,Green Pond,Santa Clara,April,530,Brown Trout,8.2
2012,Franklin,Green Pond,,November,50,Landlocked Salmon,1.7
2012,Franklin,Green Pond,Santa Clara,April,240,Splake,7.9
2012,Franklin,Hatch Brook,Bellmont,May,400,Brown Trout,9.2
2012,Franklin,Hoel Pond,Santa Clara,May,500,Landlocked Salmon,6.6
2012,Franklin,Horseshoe Pond,Santa Clara,November,1899,Brook Trout,4.3
2012,Franklin,Horseshoe Pond,Santa Clara,May,1000,Rainbow Trout,8
2012,Franklin,Kit Fox Pond,Santa Clara,November,190,Brook Trout,4.3
2012,Franklin,Lake Clear,Harrietstown,April,1770,Brown Trout,8.2
2012,Franklin,Lake Clear,Harrietstown,May,1200,Landlocked Salmon,6.6
2012,Franklin,Lake Colby,Harrietstown,April,3020,Brown Trout,8.2
2012,Franklin,Lake Colby,,November,150,Landlocked Salmon,1.2
2012,Franklin,Lake Colby,Harrietstown,April,3400,Rainbow Trout,8.2
2012,Franklin,Lawrence Brook,Dickinson,April,270,Brown Trout,8.1
2012,Franklin,Ledge Pond,Santa Clara,May,1300,Brook Trout,2.9
2012,Franklin,Ledge Pond,,May,1000,Round Whitefish,1.4
2012,Franklin,Little Ampersand Pond,Harrietstown,November,253,Brook Trout,4.3
2012,Franklin,Little Clear Pond,Waverly,October,200,Brook Trout,5.4
2012,Franklin,Little Green Pond,,May,300,Round Whitefish,1.4
2012,Franklin,Little Hope Pond,Franklin,May,140,Brook Trout,8.1
2012,Franklin,Little Long Pond (East),Santa Clara,May,1000,Rainbow Trout,8
2012,Franklin,Little Long Pond (East),Santa Clara,May,280,Splake,8.5
2012,Franklin,Little Long Pond (West),Santa Clara,November,633,Brook Trout,4.3
2012,Franklin,Little Salmon River,Moira & Bangor,April,2570,Brown Trout,8
2012,Franklin,Little Salmon River,Moira & Bangor,May,150,Brown Trout,12.7
2012,Franklin,Little Trout River,"Burke, Constable",April,2480,Brown Trout,8.1
2012,Franklin,Little Trout River,"Burke, Bellmont",April,710,Brown Trout,8.1
2012,Franklin,Little Trout River,"Burke, Constable",May,150,Brown Trout,12.7
2012,Franklin,Long Pond,Waverly,October,1000,Brook Trout,5.4
2012,Franklin,Loon Pond,Brighton,November,317,Brook Trout,4.3
2012,Franklin,Lost Pond,Brighton,November,95,Brook Trout,4.3
2012,Franklin,Lydia Pond,Santa Clara,November,190,Brook Trout,4.3
2012,Franklin,Malone Village Pond,Malone,May,100,Brook Trout,8.1
2012,Franklin,Malone Village Pond,Malone,May,90,Brown Trout,8.5
2012,Franklin,Malone Village Pond,Malone,May,100,Brown Trout,13.8
2012,Franklin,Meacham Lake,Duane,May,500,Brown Trout,13.5
2012,Franklin,Meacham Lake,,June,1000,Landlocked Salmon,6.9
2012,Franklin,Meacham Lake,Duane,April,2050,Splake,8.4
2012,Franklin,Meadow Pond,Harrietstown,November,443,Brook Trout,4.3
2012,Franklin,Mountain Pond,Brighton,May,4000,Brook Trout,2.7
2012,Franklin,Negro Brook,Franklin,April,350,Brown Trout,8.2
2012,Franklin,North Branch Saranac River,Franklin,May,1300,Brook Trout,8.1
2012,Franklin,Ochre Pond,Santa Clara,November,253,Brook Trout,4.3
2012,Franklin,Owl Pond,Harrietstown,November,190,Brook Trout,4.3
2012,Franklin,Palmer Pond,Harrietstown,May,1100,Brook Trout,2.7
2012,Franklin,Panther Pond,Harrietstown,September,500,Brook Trout,4.8
2012,Franklin,Plum Brook,Malone,April,750,Brown Trout,8.1
2012,Franklin,Polliwog Pond,Santa Clara,April,1860,Brown Trout,8.2
2012,Franklin,Rat Pond,Santa Clara,May,530,Brown Trout,7.8
2012,Franklin,Rock Pond,Harrietstown,November,380,Brook Trout,4.3
2012,Franklin,Rollins Pond,"Santa Clara, Altmnt",May,500,Landlocked Salmon,6.6
2012,Franklin,Saint Regis Pond,Santa Clara,May,1740,Splake,8.5
2012,Franklin,Salmon River,Malone,April,5060,Brown Trout,8.1
2012,Franklin,Salmon River,Malone,April,3370,Brown Trout,8.1
2012,Franklin,Salmon River,Malone,April,890,Brown Trout,8.1
2012,Franklin,Salmon River,Malone,April,3550,Brown Trout,8.1
2012,Franklin,Salmon River,Malone,May,4800,Brown Trout,8.5
2012,Franklin,Salmon River,Malone,May,5500,Brown Trout,8.5
2012,Franklin,Salmon River,Malone,May,350,Brown Trout,13.8
2012,Franklin,Salmon River,Malone,May,450,Brown Trout,13.8
2012,Franklin,Salmon River,Malone,May,200,Brown Trout,13.8
2012,Franklin,Salmon River,Malone,May,300,Brown Trout,13.8
2012,Franklin,Salmon River,,November,337,Lake Sturgeon,6.31
2012,Franklin,Salmon River,,November,500,Lake Sturgeon,7.2
2012,Franklin,Salmon River,Malone,June,6000,Rainbow Trout,8.6
2012,Franklin,Salmon River,Malone,June,2100,Rainbow Trout,8.6
2012,Franklin,Saranac River,Harrietstown,May,250,Brown Trout,13
2012,Franklin,Saranac River,Harrietstown,March,400,Rainbow Trout,8.3
2012,Franklin,Sky Pond,Santa Clara,November,190,Brook Trout,4.3
2012,Franklin,St. Germain Pond,Harrietstown,November,190,Brook Trout,4.3
2012,Franklin,Stony Brook,Bangor,April,310,Brown Trout,8
2012,Franklin,St. Regis River,Dickinson,May,1420,Brown Trout,8.8
2012,Franklin,St. Regis River,Dickinson,May,1000,Brown Trout,12.7
2012,Franklin,St. Regis River,Dickinson,May,1600,Rainbow Trout,8.6
2012,Franklin,Sumner Brook,Bloomingdale,March,290,Brook Trout,8.2
2012,Franklin,Sunday Pond,Santa Clara,November,127,Brook Trout,4.3
2012,Franklin,Sunrise Pond,Santa Clara,November,317,Brook Trout,4.3
2012,Franklin,Track Pond,Santa Clara,November,127,Brook Trout,4.3
2012,Franklin,Trout River,"Constable, Malone, Bellmont",April,3730,Brown Trout,8
2012,Franklin,Trout River,"Constable, Malone, Bellmont",May,400,Brown Trout,12.7
2012,Franklin,Tuesday Pond,Santa Clara,November,127,Brook Trout,4.3
2012,Franklin,Tupper Lake,,June,4500,Landlocked Salmon,6.8
2012,Franklin,Tupper Lake,,September,3500,Landlocked Salmon,5
2012,Franklin,Twelth Tee Pond,Santa Clara,September,200,Brook Trout,4.8
2012,Franklin,Two Bridge Brook,Franklin,March,290,Brook Trout,8.2
2012,Franklin,Two Bridge Brook,Franklin,May,620,Brown Trout,8.5
2012,Franklin,Two Bridge Brook,Franklin,May,400,Brown Trout,8.5
2012,Franklin,Two Bridge Brook,Franklin,May,100,Brown Trout,13
2012,Franklin,Upper Saint Regis Lake,Brighton,May,400,Landlocked Salmon,6.6
2012,Franklin,Upper Saranac Lake,,June,3000,Landlocked Salmon,6.7
2012,Franklin,Upper Saranac Lake,,September,3500,Landlocked Salmon,5
2012,Franklin,Upper Spectacle Pond,Brighton,November,190,Brook Trout,4.3
2012,Franklin,Whey Pond,Santa Clara,May,5000,Brook Trout,2.7
2012,Franklin,Whey Pond,Santa Clara,April,1100,Rainbow Trout,8.2
2012,Fulton,Ayers Creek,Stratford,April,440,Brown Trout,8
2012,Fulton,Canada Lake,Caroga,April,1860,Brown Trout,8.4
2012,Fulton,Caroga Creek,"Johnstown, Caroga",April,980,Brown Trout,8.1
2012,Fulton,Cayadutta Creek,Johnstown(t),April,1950,Brown Trout,8.1
2012,Fulton,Cayadutta Creek,Johnstown,May,490,Brown Trout,8.5
2012,Fulton,Cayadutta Creek,Johnstown(t),May,840,Brown Trout,8.5
2012,Fulton,Cayadutta Creek,Johnstown(t),May,500,Brown Trout,12.7
2012,Fulton,Crum Creek,Oppenheim,April,710,Brown Trout,8
2012,Fulton,East Canada Creek,"Oppenheim, Stratford",April,6560,Brown Trout,8
2012,Fulton,East Canada Creek,"Oppenheim, Stratford",May,1060,Brown Trout,8.4
2012,Fulton,East Caroga Lake,Caroga,April,1200,Rainbow Trout,8.3
2012,Fulton,Hale Creek,Johnstown,April,710,Brown Trout,8.1
2012,Fulton,Hans Creek,"Broadalbin, Providence",April,490,Brown Trout,8.1
2012,Fulton,Holmes Lake,Bleecker,November,700,Brook Trout,4.2
2012,Fulton,Indian Lake,Caroga,November,500,Brook Trout,4.2
2012,Fulton,Indian Lake,Caroga,September,3600,Brook Trout,4.3
2012,Fulton,Kecks Center Creek,Johnstown(t),May,400,Brown Trout,8.5
2012,Fulton,Kennyetto Creek,Broadalbin,April,840,Brown Trout,8.4
2012,Fulton,Mayfield Creek,Mayfield,May,340,Brook Trout,9.1
2012,Fulton,"Mayfield Creek, T1",Mayfield,May,310,Brown Trout,8.5
2012,Fulton,Meco Creek,Johnstown,May,310,Brown Trout,8.5
2012,Fulton,Middle Sprite Creek,"Oppenheim, Stratford",April,310,Brown Trout,8
2012,Fulton,Mud Lake,Bleecker,November,200,Brook Trout,4.2
2012,Fulton,Northville Pond,Northampton,April,1250,Rainbow Trout,8.2
2012,Fulton,Northville Pond,Northampton,April,1250,Rainbow Trout,8.2
2012,Fulton,Stewart Lake,Caroga,November,400,Brook Trout,4.2
2012,Fulton,Third Lake,Stratford,November,1600,Brook Trout,4.2
2012,Fulton,Timmerman Creek,Oppenheim,April,270,Brown Trout,8
2012,Fulton,West Caroga Lake,Caroga,May,4100,Splake,8.9
2012,Fulton,Wolford's Pond,Johnstown,April,180,Brown Trout,8.1
2012,Fulton,Wolford's Pond,Johnstown,May,180,Brown Trout,8.5
2012,Fulton,Zimmerman Creek,"Ephratah, Oppenheim",April,440,Brown Trout,8
2012,Genesee,Dewitt Pond,Batavia,March,500,Brown Trout,13.4
2012,Genesee,Oatka Creek,Le Roy,April,1510,Brown Trout,8.2
2012,Genesee,Oatka Creek,Le Roy,April,700,Brown Trout,13.3
2012,Genesee,Oatka Creek,Le Roy,June,200,Brown Trout,13.3
2012,Genesee,Oatka Creek,Le Roy,March,2930,Brown Trout,8.2
2012,Genesee,Oatka Creek,Le Roy,March,700,Brown Trout,12.9
2012,Genesee,Oatka Creek,Le Roy,May,2570,Brown Trout,8.4
2012,Genesee,Oatka Creek,Le Roy,May,300,Brown Trout,13
2012,Genesee,Spring Brook,Byron,March,270,Brown Trout,7.5
2012,Genesee,Spring Brook,Byron,March,150,Brown Trout,13.4
2012,Genesee,Spring Brook,Byron,May,300,Brown Trout,13.3
2012,Greene,Basic Creek,Greenville,April,800,Brown Trout,8.4
2012,Greene,Basic Creek,Greenville,April,490,Brown Trout,8.4
2012,Greene,Basic Creek,Greenville,May,40,Brown Trout,13
2012,Greene,Basic Creek,Greenville,May,60,Brown Trout,13
2012,Greene,Batavia Kill,Ashland,April,3990,Brown Trout,8.4
2012,Greene,Batavia Kill,Windham,April,220,Brown Trout,8.4
2012,Greene,Batavia Kill,Windham,April,440,Brown Trout,8.4
2012,Greene,Batavia Kill,Windham,April,440,Brown Trout,8.4
2012,Greene,Batavia Kill,Ashland,April,350,Brown Trout,13.7
2012,Greene,Batavia Kill,Windham,May,90,Brown Trout,8.8
2012,Greene,Batavia Kill,Windham,May,90,Brown Trout,8.8
2012,Greene,Batavia Kill,Ashland,May,890,Brown Trout,8.8
2012,Greene,Catskill Creek,Cairo,April,1150,Brown Trout,8.4
2012,Greene,Catskill Creek,Cairo,April,3330,Brown Trout,8.4
2012,Greene,Catskill Creek,Cairo,April,300,Brown Trout,13.7
2012,Greene,Catskill Creek,Cairo,April,300,Brown Trout,13.7
2012,Greene,Catskill Creek,Cairo,May,1150,Brown Trout,8.9
2012,Greene,Catskill Creek,Cairo,May,350,Brown Trout,8.9
2012,Greene,Colgate Lake,Jewett,May,620,Brown Trout,8.8
2012,Greene,Colgate Lake,Jewett,May,100,Brown Trout,13
2012,Greene,East Kill,Jewett,April,1330,Brown Trout,8.4
2012,Greene,East Kill,Jewett,April,100,Brown Trout,13.7
2012,Greene,East Kill,Jewett,May,530,Brown Trout,8.8
2012,Greene,Greens Lake,Athens,April,200,Brown Trout,13.5
2012,Greene,Kaaterskill,Catskill,April,1330,Brown Trout,8.5
2012,Greene,Kaaterskill,Catskill,May,840,Brown Trout,8.9
2012,Greene,Kaaterskill,Catskill,May,100,Brown Trout,13
2012,Greene,North-South Lake,Haines Falls,September,400,Tiger Muskellunge,10.4
2012,Greene,Schoharie Creek,"Jewett, Hunter",April,1060,Brown Trout,8.6
2012,Greene,Schoharie Creek,Lexington,April,2260,Brown Trout,8.6
2012,Greene,Schoharie Creek,Jewett,April,440,Brown Trout,8.6
2012,Greene,Schoharie Creek,"Jewett, Lexington",April,980,Brown Trout,8.6
2012,Greene,Schoharie Creek,"Jewett, Hunter",April,200,Brown Trout,13.5
2012,Greene,Schoharie Creek,"Jewett, Lexington",April,200,Brown Trout,13.5
2012,Greene,Schoharie Creek,Lexington,April,400,Brown Trout,13.5
2012,Greene,Schoharie Creek,Jewett,April,100,Brown Trout,13.5
2012,Greene,Schoharie Creek,"Jewett, Hunter",May,1060,Brown Trout,8.8
2012,Greene,Schoharie Creek,Jewett,May,400,Brown Trout,8.8
2012,Greene,Schoharie Creek,Lexington,May,2260,Brown Trout,8.8
2012,Greene,Schoharie Creek,"Jewett, Lexington",May,980,Brown Trout,8.8
2012,Hamilton,Balsam Lake,,May,1200,Brook Trout,2.8
2012,Hamilton,Barker Pond,Indian Lake,September,200,Brook Trout,4.1
2012,Hamilton,Beaverdam Pond,Morehouse,September,200,Brook Trout,4.1
2012,Hamilton,Beaver Lake,Morehouse,May,1240,Brown Trout,7.7
2012,Hamilton,Benedict Creek,Inlet,May,290,Brook Trout,8.9
2012,Hamilton,Bennett Lake,Hope,September,1000,Brook Trout,4.1
2012,Hamilton,Big Rock Lake,Morehouse,September,1000,Brook Trout,4.1
2012,Hamilton,Blue Mountain Lake,Indian Lake,May,3558,Brook Trout,2.7
2012,Hamilton,Blue Mountain Lake,Indian Lake,May,1300,Landlocked Salmon,6.4
2012,Hamilton,Bochen Lake,Morehouse,May,180,Brown Trout,7.7
2012,Hamilton,Buckhorn Pond,Wells,September,300,Brook Trout,4.1
2012,Hamilton,Buck Pond,Morehouse,September,400,Brook Trout,4.1
2012,Hamilton,Bug Lake,Inlet,October,2000,Brook Trout,4.1
2012,Hamilton,Bullhead Pond,Indian Lake,October,500,Brook Trout,4.1
2012,Hamilton,Bullhead Pond,Indian Lake,May,300,Rainbow Trout,7.9
2012,Hamilton,Canary Pond,Benson,September,250,Brook Trout,4.1
2012,Hamilton,Carry Pond,Lk Pleasant,September,200,Brook Trout,4.1
2012,Hamilton,Cascade Pond,Indian Lake,October,1000,Brook Trout,4.1
2012,Hamilton,Cedar Lake,Arietta,September,4500,Brook Trout,4.1
2012,Hamilton,Cedar River,Indian Lake,April,620,Brown Trout,8
2012,Hamilton,Cedar River,Indian Lake,April,700,Rainbow Trout,8.3
2012,Hamilton,Cedar River,Indian Lake,May,300,Rainbow Trout,8.8
2012,Hamilton,Cedar River Flow,Indian Lake,May,890,Brown Trout,7.7
2012,Hamilton,Center Pond,Indian Lake,September,400,Brook Trout,4.1
2012,Hamilton,Clear Pond,Indian Lake,November,600,Brook Trout,4.6
2012,Hamilton,Clear Pond,Long Lake,May,700,Rainbow Trout,8.8
2012,Hamilton,Cranberry Pond,Indian Lake,September,200,Brook Trout,4.1
2012,Hamilton,Deep Lake,Morehouse,September,800,Brook Trout,4.3
2012,Hamilton,Eagles Nest Pond,Inlet,October,400,Brook Trout,4.1
2012,Hamilton,Eighth Lake,Inlet,May,500,Landlocked Salmon,6.4
2012,Hamilton,Eighth Lake,Inlet,April,2800,Rainbow Trout,9
2012,Hamilton,Elbow Creek Reservoir,Wells,May,190,Brook Trout,9.1
2012,Hamilton,First Lake,Indian Lake,October,600,Brook Trout,4.1
2012,Hamilton,First Lake,Indian Lake,May,600,Rainbow Trout,7.9
2012,Hamilton,Gilman Lake,Lk Pleasant,April,800,Rainbow Trout,8.8
2012,Hamilton,G Lake,Arietta,September,500,Brook Trout,4.1
2012,Hamilton,Handsome Pond,Long Lake,September,2750,Brook Trout,3.2
2012,Hamilton,Helldiver Pond,Inlet,May,220,Brown Trout,7.7
2012,Hamilton,High Pond,Long Lake,September,500,Brook Trout,4.1
2012,Hamilton,High Rock Pond,Inlet,October,300,Brook Trout,4.1
2012,Hamilton,Icehouse Pond,Morehouse,October,500,Brook Trout,4.1
2012,Hamilton,Indian Lake,"Indian Lake, Lk Pleasant",April,6960,Brown Trout,8.1
2012,Hamilton,Indian Lake,,June,1500,Landlocked Salmon,6.9
2012,Hamilton,Indian River,Indian Lake,April,1370,Brown Trout,8
2012,Hamilton,Indian River,Indian Lake,April,500,Brown Trout,12.8
2012,Hamilton,Indian River,Indian Lake,April,1550,Rainbow Trout,8.3
2012,Hamilton,Iron Lake,Arietta,September,300,Brook Trout,4.1
2012,Hamilton,Jessup River,Lake Pleasant,May,1060,Brook Trout,9.1
2012,Hamilton,Jessup River,Lake Pleasant,May,530,Brown Trout,7.7
2012,Hamilton,Jessup River,Lake Pleasant,September,1000,Landlocked Salmon,0.3
2012,Hamilton,Jockeybush Lake,Arietta,September,400,Brook Trout,4.1
2012,Hamilton,Lake Durant,Indian Lake,September,1900,Tiger Muskellunge,10.5
2012,Hamilton,Lake Eaton,,June,500,Landlocked Salmon,6.8
2012,Hamilton,Lake Eaton,Long Lake,May,900,Landlocked Salmon,6.4
2012,Hamilton,Lake Eaton,,September,1000,Landlocked Salmon,5
2012,Hamilton,Lake Eaton,Long Lake,May,3100,Rainbow Trout,8.8
2012,Hamilton,Lake Pleasant,Lk Pleasant,April,1420,Brown Trout,9
2012,Hamilton,Lake Pleasant,Lk Pleasant,August,23000,Walleye,4.2
2012,Hamilton,Limekiln Lake,Inlet,May,1580,Splake,8.9
2012,Hamilton,Loomis Pond,,May,900,Brook Trout,2.8
2012,Hamilton,Lost Ponds,Inlet,October,500,Brook Trout,4.1
2012,Hamilton,Lower Mitchell Pond,Inlet,May,310,Brown Trout,7.7
2012,Hamilton,Lower Sargents Pond,,May,4400,Brook Trout,2.9
2012,Hamilton,Middle Sargent Pond,Arietta,October,300,Brook Trout,4.1
2012,Hamilton,Mill Creek,Wells,May,670,Brown Trout,8.5
2012,Hamilton,Moose River,"Inlet, Arietta",May,580,Brook Trout,8.8
2012,Hamilton,Moose River,Morehouse,May,1060,Brook Trout,8.8
2012,Hamilton,Murphy Lake,Hope,September,800,Brook Trout,4.1
2012,Hamilton,Northrup Lake,Morehouse,September,800,Brook Trout,4.3
2012,Hamilton,Oilslick Pond,Morehouse,October,100,Brook Trout,4.1
2012,Hamilton,Otter Brook,Morehouse,May,770,Brook Trout,8.9
2012,Hamilton,Otter Lake,Arietta,September,300,Brook Trout,4.1
2012,Hamilton,Owlshead Pond,Long Lake,September,300,Brook Trout,4.1
2012,Hamilton,Park Lake,Long Lake,May,960,Brook Trout,8.4
2012,Hamilton,Pea Pond,Morehouse,September,100,Brook Trout,4.1
2012,Hamilton,Pine Lake,Indian Lake,September,1500,Brook Trout,4.1
2012,Hamilton,Piseco Lake,Arietta,May,2000,Landlocked Salmon,6.4
2012,Hamilton,Queer Lake,Long Lake,October,800,Brook Trout,4.1
2012,Hamilton,Raquette River,"Long Lake, Arietta",May,840,Brown Trout,8.4
2012,Hamilton,Raquette River,"Long Lake, Arietta",May,350,Brown Trout,13
2012,Hamilton,Redlouse Lake,Arietta,September,200,Brook Trout,4.1
2012,Hamilton,Ross Pond,Indian Lake,September,400,Brook Trout,4.1
2012,Hamilton,Sacandaga Lake,Lake Pleasant,April,1330,Brown Trout,9
2012,Hamilton,Sacandaga River,Wells,May,1690,Brown Trout,8.5
2012,Hamilton,Sacandaga River,Wells,May,1770,Brown Trout,8.5
2012,Hamilton,Sacandaga River,Wells,May,1060,Brown Trout,8.5
2012,Hamilton,Sacandaga River,Wells,May,500,Brown Trout,12.7
2012,Hamilton,Seventh Lake,Inlet,May,800,Landlocked Salmon,6.4
2012,Hamilton,Seventh Lake,Inlet,April,3800,Rainbow Trout,8.9
2012,Hamilton,Silver Lake,Benson,May,1800,Brook Trout,2.8
2012,Hamilton,Sixth Lake,Inlet,April,1300,Rainbow Trout,8.9
2012,Hamilton,Slim Pond,Arietta,October,150,Brook Trout,4.1
2012,Hamilton,Slim Pond,Arietta,May,90,Brown Trout,7.7
2012,Hamilton,Snag Lake,Morehouse,September,600,Brook Trout,4.3
2012,Hamilton,South Branch West Canada Creek,"Hoffmeister,Morehouseville",April,1920,Brook Trout,8.8
2012,Hamilton,South Branch West Canada Creek,"Hoffmeister,Morehouseville",April,250,Brown Trout,12.8
2012,Hamilton,Split Rock Lake,Morehouse,September,350,Brook Trout,4.1
2012,Hamilton,Sprague Pond,Indian Lake,May,800,Brown Trout,7.7
2012,Hamilton,Spruce Lake,Arietta,September,2700,Brook Trout,4.1
2012,Hamilton,Squaw Lake,Morehouse,October,1500,Brook Trout,4.1
2012,Hamilton,Squirrel Pond,Indian Lake,September,200,Brook Trout,4.1
2012,Hamilton,Stephens Pond,Indian Lake,October,400,Brook Trout,4.1
2012,Hamilton,Sumner Stream,Inlet,May,290,Brook Trout,8.9
2012,Hamilton,Unknown Pond,Indian Lake,September,500,Brook Trout,4.1
2012,Hamilton,Upper Mitchell Pond,Inlet,May,180,Brown Trout,7.7
2012,Hamilton,Wakely Pond,Lake Pleasant,May,180,Brown Trout,7.7
2012,Hamilton,West Branch Sacandaga River,Wells,May,750,Brown Trout,9.6
2012,Hamilton,West Branch Sacandaga River,Wells,May,850,Rainbow Trout,8.3
2012,Hamilton,Wilson Pond,Indian Lake,October,300,Brook Trout,4.1
